,Unnamed: 0,station_name,place_name,author_name,rating,text,time,Language,Sentiment,Sentiment_Score,Latitude,Longitude,assigned_district,daerah,projected_population
3498,3498,KM72 L/RAYA KARAK ARAH KL,Petronas Lebuhraya Karak,R J,5,"Quite a big Petronas Petrol Station. A very comfortable station for yoo to refuel, rest, pray and eat as well.

They have everything here. Compare to ther Petronas petrol stations I have visited before, I think thia one is one of the biggest and clean.

I must say that their crew knows how to run the station. They seems cheerful and helpful eventhough there is a long que of customer.

Keep it up and Im sure you will prosper.",1651722319,en,very positive,0.5295823812484741,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3499,3499,KM72 L/RAYA KARAK ARAH KL,Petronas Lebuhraya Karak,Zephyr,5,Cheerful cashier (Nur Irdina) for a pleasant stop for refueling! ⛽,1719748184,en,positive,0.2498963326215744,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3500,3500,KM72 L/RAYA KARAK ARAH KL,Petronas Lebuhraya Karak,Peaze2014 Rex,5,"Petronas pump open 24 hours⛽
provide Mesra Shop for food and beverages.🍮🍦🥯🧇🍞🧃🧋☕
Also had atm machine (all meps cash) for withdraw the money.💳💳💳
Good place for rest or sleep before you return back on journey 🚗🛻🚐🚚🚛🚒🚓🚕🚙🏍️🛵",1694172733,en,very negative,0.2878710627555847,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3501,3501,KM72 L/RAYA KARAK ARAH KL,Petronas Lebuhraya Karak,Hasannudin Yeop,5,I always drop by for a few minutes whenever I use the highway. They had a very friendly staff.,1712385190,en,positive,0.3408023416996002,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3502,3502,KM72 L/RAYA KARAK ARAH KL,Petronas Lebuhraya Karak,Shok Yee Yong,3,Its consider a new petrol station opened few years back. The toilet clean. The environment is surrounding by woods and you can breathe the fresh air if you pay visit during morning. Makes me feel energetic with the air.,1555249234,en,positive,0.5166204571723938,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3503,3503,KM72 L/RAYA KARAK ARAH KL,Petron Karak Highway KL Bound,Mr1234 Good,5,good i came here to buy nasi lemak previously offer by cute kakak  but i never see her at the counter any more now,1726746569,en,positive,0.5723515748977661,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3504,3504,KM72 L/RAYA KARAK ARAH KL,Petron Karak Highway KL Bound,A M,2,"Bought Cactus mineral water here a few days ago and the water tasted horrible like pungent taste. I checked the bottle and I saw it has expired on 14-5-2024.

Water cannot expire but the plastic packaging can, and it can leak chemicals into the water. Please be responsible and check your stock for expired items!

I threw the whole bottle away, afraid to get sick. First time in my life having this kind of experience buying expired mineral water bottle.

Shop air cond was broken so chocolate snacks we bought were melted and so difficult to eat while driving. Wasted money and was so thirsty.",1716568468,en,very negative,0.9058231711387634,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3505,3505,KM72 L/RAYA KARAK ARAH KL,Petron Karak Highway KL Bound,Mr Garn,5,"Stopped here during peak time as both gambang and temerloh rest area are full of patrons.

Toilets are ok and not that bad. Bought myself a lite snack and white coffee and it tasted acceptable.

Nicely located pitstop before going to kl on the kl karak highway.

Park like a civic minded person please, rather than being a mental fatigue person 😅",1717914159,en,neutral,0.4390480816364288,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3506,3506,KM72 L/RAYA KARAK ARAH KL,Petron Karak Highway KL Bound,Mohd Fazli,5,Good place to stop while fueling your petrol..have some snack and drinks before continue your driving..awsome!,1722961693,en,positive,0.4224043786525726,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3507,3507,KM72 L/RAYA KARAK ARAH KL,Petron Karak Highway KL Bound,liew alice,1,"super bad customer service for the cashier
Chit chat only
Didn't handle the customers behind at all
when turn me to pay , she tsk me
tis very very bad customer service",1717039653,en,very negative,0.8762819766998291,3.462468,101.985275,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3508,3508,PEKAN BANDAR DIRAJA,Shell,Huzman Muhammad,1,If I can....i will rate 0 star for this station.....10.45 pm its close.....only 1 toilet open & pray room also close.....selfish,1681829052,en,very negative,0.9868007898330688,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3509,3509,PEKAN BANDAR DIRAJA,Shell,Hazwan Yahya,5,"Shell in inderapura is the only petrol pumps  in the triangle 🔽 off housing area including the inderapura, inderasempurna 1,2,3 and pr1ma",1602758124,en,positive,0.2339495122432708,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3510,3510,PEKAN BANDAR DIRAJA,Shell,Yanti Ibrahim,3,"What to expect on a petrol station?
yeah, there are few food stalls nearby for a quick break.",1473839975,en,neutral,0.3644532859325409,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3511,3511,PEKAN BANDAR DIRAJA,Shell,Fikri Kasmani,2,Small and near to main road. Always stuck in jammed when public holidays. But near to food stall.,1490443343,en,neutral,0.4609346985816955,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3512,3512,PEKAN BANDAR DIRAJA,Shell,iffa dato latifi,4,My ice cream shop n forever pitstop.,1602121422,en,very negative,0.373857319355011,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3513,3513,PEKAN BANDAR DIRAJA,Petron Pekan,Abd Rahim,4,the only petron gas station beside sultan abu bakar mosque and pahang river,1593138666,en,very positive,0.3567599356174469,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3514,3514,PEKAN BANDAR DIRAJA,Petron Pekan,AK Wee,4,It's a a nice place to spend time here.,1554384506,en,positive,0.560505211353302,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3515,3515,PEKAN BANDAR DIRAJA,Petron Pekan,Pudinga Omar,2,"Poor lighting,looks dark and shabby.",1683460452,en,negative,0.5254477858543396,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3516,3516,PEKAN BANDAR DIRAJA,Petron Pekan,MUHAMMAD ANWARUDIN LAMIN,5,Toilet is super clean. Thumb up 👍,1608357523,en,very positive,0.688172459602356,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3517,3517,PEKAN BANDAR DIRAJA,Petron Pekan,Mohd Saifullah Ahmad Anuar,3,Old station and very limited pump because of space constraints,1597488499,en,negative,0.3867729306221008,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3518,3518,PEKAN BANDAR DIRAJA,Petronas Pekan Bandar Diraja,Norsa'adah,4,"Stop for rest and prayer. Seating toilets are available and relatively clean. The prayer room has water for ablution but is small with a maximum of 3 people only. Only one wet prayer clothing for women is available.
Selling many tips bits suitable for travellers",1693199478,en,positive,0.6112723350524902,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3519,3519,PEKAN BANDAR DIRAJA,Petronas Pekan Bandar Diraja,Saha Muhammad,5,"A Good place to rest and relax....
You can use the free washroom to fresh up...
There are a lot of food and drinks  to choose from....",1658762394,en,positive,0.674262285232544,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3520,3520,PEKAN BANDAR DIRAJA,Petronas Pekan Bandar Diraja,Zulkefli Puteh,4,"Mostly Petronas SS....are lovely places.
Convenience place for you to buy your 'petty' travel need and for Muslim pray...",1618897713,en,positive,0.5197283029556274,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3521,3521,PEKAN BANDAR DIRAJA,Petronas Pekan Bandar Diraja,Aizzuddin Daud,5,"Convenient place just beside rival Shell. But both on same side of road, difficult to enter road if going to the other side",1590287518,en,positive,0.5096491575241089,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3522,3522,PEKAN BANDAR DIRAJA,Petronas Pekan Bandar Diraja,A. Aziz (Mummy Jah),4,"The first petrol station you see as u enter the town.
The next is petron which is about 4 km away.
This station is no different from any Petronas station but I saw 1 malay staff helped an old apek to fill up apek's motorcycle petrol  for a few ringgit.
In Malaysia, no matter what our skin colour we alway respect and helpful to our eldest.Respect our Kuala klawang folks.",1599133992,en,very positive,0.5634059309959412,3.490649,103.397534,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3523,3523,PERMATANG BADAK,Petronas Bukit Rangin,Syahir Johari,4,Shop open till 11pm. Can fuel up your vehichle here 24 hours as there will be staff in charge at night. Or you can use Setel apps so much convinient,1652490761,en,very positive,0.3093389868736267,3.80254,103.2645,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3524,3524,PERMATANG BADAK,Petronas Bukit Rangin,Abdul Razak Bin Mohamed,3,"A spacious and clean petrol pump station, with clean Muslim prayer rooms.  The retail shop is also well-stocked.  But the restroom needs a bit of improvement.",1618277390,en,positive,0.6640755534172058,3.80254,103.2645,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3525,3525,PERMATANG BADAK,Petronas Bukit Rangin,Muhammad Idzwan Othman,5,"Perfect location which makes it easy for travellers that uses the kuantan bypass towards Terengganu to refill their gas, and the petrol station have all facilities for the travellers, restrooms F&B kiosk, prayer room and Ample parking space, also a lot of pumps which makes waiting period very short, it's great for travellers who are in a hurry",1521610545,en,very positive,0.8068808913230896,3.80254,103.2645,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3526,3526,PERMATANG BADAK,Petronas Bukit Rangin,Nadzreen Ahmad zaki,4,"Need toilet here has,need atm here has,need oil here has..",1617196456,en,very negative,0.2722890675067901,3.80254,103.2645,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3527,3527,PERMATANG BADAK,Petronas Bukit Rangin,Hafeez Yunus,4,"Most welcome, thank you petronas, the Kedai Mesra is condusive and the staffs are somewhat friendly",1537597564,en,very positive,0.5145931243896484,3.80254,103.2645,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3528,3528,JLN KUANTAN-SG LEMBING,PETRONAS Jalan Kuantan-Sungai Lembing,Norsa'adah,4,"Large petrol station ⛽️.  Has many parking lots. The toilets and prayer rooms are located at the back. Inside, there are many items, including food and drinks, for travellers.
At the entrance, there is a food selving of local dishes like kueh and nasi lemak.
Toilets have seating types. Unfortunately the water was very slow.",1719977937,en,positive,0.4243455827236175,3.848872,103.261811,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3529,3529,JLN KUANTAN-SG LEMBING,PETRONAS Jalan Kuantan-Sungai Lembing,Hajidin Ben Shaheed,4,"Friendly and fast service. Many facilities were made available. Bank ATMs, top up and electronic payment kiosks for the start. The station surrounding was made nice and beautiful. Good. However the toilets need a better upkeep. Hopefully the owner will initiate some initiatives.",1715488971,en,positive,0.6222649216651917,3.848872,103.261811,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3530,3530,JLN KUANTAN-SG LEMBING,PETRONAS Jalan Kuantan-Sungai Lembing,Mohd Nizam Mohamed,4,Convenient for filling petrol before entering LPT,1714128760,da,positive,0.5379334092140198,3.848872,103.261811,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3531,3531,JLN KUANTAN-SG LEMBING,PETRONAS Jalan Kuantan-Sungai Lembing,Encik Anif,5,Be sure to refuel before entering the LPT from Kuantan.,1721544247,en,neutral,0.3609961569309234,3.848872,103.261811,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3532,3532,JLN KUANTAN-SG LEMBING,PETRONAS Jalan Kuantan-Sungai Lembing,Harris zthou,2,good service with friendly staff.,1717991800,en,positive,0.5594950318336487,3.848872,103.261811,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3533,3533,JALAN SEMAMBU,Petronas Semambu,Mohd Zahir,4,"atm cimb and rhb,surau,toilet,but toilet a little bit not clean.",1572530998,en,neutral,0.5744677782058716,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3534,3534,JALAN SEMAMBU,Petronas Semambu,Harish Varman,5,The toilet was clean,1712814263,en,positive,0.4015601575374603,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3535,3535,JALAN SEMAMBU,Petronas Semambu,thilagar tharumalingam,4,big space for parking and truck fueling. Good set up.,1633353197,en,positive,0.5414085984230042,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3536,3536,JALAN SEMAMBU,Petronas Semambu,Chwee Soon,5,"Nothing to rate, just went in to take a quick pee",1645978523,en,very negative,0.2838550209999084,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3537,3537,JALAN SEMAMBU,Petronas Semambu,norazlina naomi,5,the best station ever met but owner hard to say `hi',1561026085,en,very positive,0.6389079093933105,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3538,3538,JALAN SEMAMBU,Shell,Albert Shun,5,"I was highly impressed with the toilet facilities at the Shell Petrol Station in Jalan Semambu, Kuantan. The restroom was perfectly clean,  with no unpleasant odors, and well-equipped with everything you might need, including a wall fan, hand wash liquid, toilet paper, and even a touch of lemongrass essential oil. The attention to detail and cleanliness here really sets it apart. A top-notch stop for travelers!",1725267793,en,very positive,0.8659046292304993,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3539,3539,JALAN SEMAMBU,Shell,Mavine Gills,4,"Friendly,convenient ,atm,food,snacks,oil n fuel.almost everything u need for yourself n your car.",1720416777,en,very positive,0.6455637812614441,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3540,3540,JALAN SEMAMBU,Shell,Sarojini Kannathasan,5,"Perfectly clean , very well.mamaged the toilet . 5 + 5 star.. Wow",1721287662,en,very positive,0.957120418548584,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3541,3541,JALAN SEMAMBU,Shell,lee koi chin,5,My usual service station to pump in petrol. Found their staffs to be courteous and helpful.,1714917399,en,positive,0.4943177700042724,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3542,3542,JALAN SEMAMBU,Shell,Su Shen Phan,5,Toilets are very clean! Keep it up!,1719903246,en,very positive,0.6376829147338867,3.842439,103.341288,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3543,3543,BUKIT PELINDUNG,Petronas,Eng Thye Kam,4,"The service given by the managerial staff was excellent. However, the touchscreen display on the individual fuel pumps for self service was not operational when I was there.",1635874114,en,neutral,0.4664799869060516,3.839365,103.353573,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3544,3544,BUKIT PELINDUNG,Petronas,Muhammad Shaiful Fahmi bin Ismail killercode80,5,Had good facilities. Other filling petrols you can buy things from the shop. Clean restroom.,1549724549,en,positive,0.5086187124252319,3.839365,103.353573,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3545,3545,BUKIT PELINDUNG,Petronas,Nasruddin Hassan,4,"Good place to refuel using credit card. However, there is no ATM available",1635183636,en,neutral,0.4272584915161133,3.839365,103.353573,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3546,3546,BUKIT PELINDUNG,Petronas,Izzy Helianthus,4,Good public service. Air pump and toilets are always tip top.,1521647467,en,positive,0.5399758815765381,3.839365,103.353573,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3547,3547,BUKIT PELINDUNG,Petronas,Jalaluddin Ali Hassan,3,The operator misinformed its clients! No ATM machine here whilst the billboard shows differently 🤔?,1576676041,en,very negative,0.7139517068862915,3.839365,103.353573,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3548,3548,DAMANSARA KUANTAN,Petronas Damansara Kuantan,Jim John,5,"Before Jabor toll remember pump your vehicle.....if missed this patrol station it's OK....infront still have shell,petrol and Last cover it's BHL....",1719561534,en,neutral,0.4177505373954773,3.875971,103.332433,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3549,3549,DAMANSARA KUANTAN,Petronas Damansara Kuantan,Zulkifli Mohamad,5,The best Fuel Pump station Petronas. Support local product,1712387910,en,very positive,0.8888699412345886,3.875971,103.332433,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
